reading file screw_face5b.txt
parsing line: "['NODES:']"
parsing line: "['85.000000', '-68.000000', '2.000000', '2']"
node number 34
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.6427826666666663, 10.801240074074073, 5.5559747407407407], [2.571563724279835, 10.703858976680383, 5.7245740466392316]], 1)
node number 35
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.571563724279835, 10.703858976680383, 5.7245740466392316], [2.5058883621399173, 10.568678480109739, 5.9254293854595339]], 1)
node number 36
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.5058883621399173, 10.568678480109739, 5.9254293854595339], [2.448906, 10.38363, 6.1674600000000002, 2, 17]], 1)
node number 37
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.448906, 10.38363, 6.1674600000000002, 2, 17], [2.3968669999999999, 10.136284334705076, 6.4668447983539092]], 1)
node number 38
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.3968669999999999, 10.136284334705076, 6.4668447983539092], [2.34474712345679, 9.8324954677640601, 6.822753991769547]], 1)
node number 39
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.34474712345679, 9.8324954677640601, 6.822753991769547], [2.2937838888888891, 9.4876195925925924, 7.2185937777777776]], 1)
node number 40
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.2937838888888891, 9.4876195925925924, 7.2185937777777776], [2.245214814814815, 9.1170129026063105, 7.637770353909465]], 1)
node number 41
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.245214814814815, 9.1170129026063105, 7.637770353909465], [2.2002774197530863, 8.7360315912208506, 8.0636899176954735]], 1)
node number 42
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.2002774197530863, 8.7360315912208506, 8.0636899176954735], [2.160209222222222, 8.3600318518518542, 8.4797586666666671]], 1)
node number 43
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.160209222222222, 8.3600318518518542, 8.4797586666666671], [2.1262477407407405, 8.0043698779149537, 8.8693827983539091]], 1)
node number 44
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.1262477407407405, 8.0043698779149537, 8.8693827983539091], [2.0996304938271604, 7.6844018628257906, 9.2159685102880662]], 1)
node number 45
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0996304938271604, 7.6844018628257906, 9.2159685102880662], [2.0815950000000001, 7.4154840000000002, 9.5029219999999999, 2, 16]], 1)
node number 46
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0815950000000001, 7.4154840000000002, 9.5029219999999999, 2, 16], [2.0695355665294923, 7.207004083676269, 9.7234611056241427]], 1)
node number 47
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0695355665294923, 7.207004083676269, 9.7234611056241427], [2.0609118285322361, 7.0482998175582994, 9.890788548696845]], 1)
node number 48
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0609118285322361, 7.0482998175582994, 9.890788548696845], [2.0570592962962961, 6.9246522592592594, 10.018287851851852]], 1)
node number 49
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0570592962962961, 6.9246522592592594, 10.018287851851852], [2.0593134801097395, 6.8213424663923181, 10.119342537722909]], 1)
node number 50
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0593134801097395, 6.8213424663923181, 10.119342537722909], [2.0690098902606309, 6.7236514965706444, 10.20733612894376]], 1)
node number 51
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0690098902606309, 6.7236514965706444, 10.20733612894376], [2.0874840370370369, 6.6168604074074064, 10.29565214814815]], 1)
node number 52
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.0874840370370369, 6.6168604074074064, 10.29565214814815], [2.1160714307270232, 6.486250256515774, 10.397674117969824]], 1)
node number 53
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.1160714307270232, 6.486250256515774, 10.397674117969824], [2.1561075816186555, 6.3171021015089153, 10.526785561042528]], 1)
node number 54
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.1561075816186555, 6.3171021015089153, 10.526785561042528], [2.2089279999999998, 6.094697, 10.69637, 2, 112]], 1)
node number 55
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.2089279999999998, 6.094697, 10.69637, 2, 112], [2.2828112257887514, 5.8022113009602192, 10.914972570644718]], 1)
node number 56
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.2828112257887514, 5.8022113009602192, 10.914972570644718], [2.3805610186556927, 5.4459521212620032, 11.17348231824417]], 1)
node number 57
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.3805610186556927, 5.4459521212620032, 11.17348231824417], [2.4953007185185183, 5.0458966703703707, 11.45879862962963]], 1)
node number 58
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.4953007185185183, 5.0458966703703707, 11.45879862962963], [2.6201536652949242, 4.6220221577503429, 11.757820891632374]], 1)
node number 59
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.6201536652949242, 4.6220221577503429, 11.757820891632374], [2.7482431989026059, 4.1943057928669409, 12.057448491083676]], 1)
node number 60
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.7482431989026059, 4.1943057928669409, 12.057448491083676], [2.872692659259259, 3.7827247851851853, 12.344580814814815]], 1)
node number 61
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.872692659259259, 3.7827247851851853, 12.344580814814815], [2.9866253862825785, 3.4072563441700963, 12.606117249657064]], 1)
node number 62
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [2.9866253862825785, 3.4072563441700963, 12.606117249657064], [3.0831647198902603, 3.0878776792866947, 12.828957182441702]], 1)
node number 63
WriteTriangle([[-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [3.0831647198902603, 3.0878776792866947, 12.828957182441702], [3.1554340000000001, 2.8445659999999999, 13.0, 3, 13]], 1)
node number 64
WriteFan([0, 1, (40, 43, 107), 0])
tricolor is 1
WriteFan: fully interpolated nodelist is [[-15.59239, 3.9246449999999999, 30.667739999999998, 2, 40], [-17.421109999999999, 16.240870000000001, 20.18111, 2, 43], [-20.153600000000001, 17.947659999999999, 21.206759999999999, 2, 107]]
node number 1
WriteTriangle([[-15.59239, 3.9246449999999999, 30.667739999999998, 2, 40], [-17.421109999999999, 16.240870000000001, 20.18111, 2, 43], [-20.153600000000001, 17.947659999999999, 21.206759999999999, 2, 107]], 1)
node number 2
WriteFan([0, 1, (9, 7, 20), 0])
tricolor is 1
WriteFan: fully interpolated nodelist is [[3.0, 13.0, 3.0, 3, 9], [0.0, 13.0, 0.0, 3, 7], [2.4322279999999998, 10.567769999999999, 0.0, 2, 20]]
node number 1
WriteTriangle([[3.0, 13.0, 3.0, 3, 9], [0.0, 13.0, 0.0, 3, 7], [2.4322279999999998, 10.567769999999999, 0.0, 2, 20]], 1)
node number 2
WriteFan([0, 1, (10, 9, 27, 24, 23, 101, 74, 12), 1])
tricolor is 1
WriteFan: fully interpolated nodelist is [[13.0, 13.0, 13.0, 3, 10], [3.0, 13.0, 3.0, 3, 9], [3.1240109676268863, 12.943907541838135, 3.0679182452674896], [3.2803622089163236, 12.87663728532236, 3.1569988362139916], [3.4624883481481481, 12.799218074074075, 3.2617052888888889], [3.6638240096021946, 12.712678751714678, 3.3765011193415639], [3.8778038175582989, 12.61804816186557, 3.4958498436213992], [4.0978623962962963, 12.516355148148149, 3.6142149777777779], [4.3174343700960218, 12.408628554183814, 3.7260600378600826], [4.5299543632373105, 12.295897223593965, 3.8258485399176956], [4.7288569999999996, 12.17919, 3.9080439999999999, 2, 27], [4.9145410301783263, 12.061906375857339, 3.9764447325102878], [5.0937712043895749, 11.944717253772291, 4.0384863786008234], [5.2695311481481477, 11.824558592592593, 4.0940884444444441], [5.44480448696845, 11.698366351165982, 4.1431704362139916], [5.6225748463648841, 11.563076488340192, 4.1856518600823049], [5.8058258518518517, 11.415624962962962, 4.2214522222222222], [5.9975411289437597, 11.25294773388203, 4.2504910288065849], [6.2007043031550078, 11.071980759945131, 4.2726877860082313], [6.4182990000000002, 10.86966, 4.2879620000000003, 2, 24], [6.6476065390946504, 10.650196274348422, 4.2978057860082304], [6.8842839547325108, 10.418759034293553, 4.3030456954732514], [7.1288784444444451, 10.173722185185184, 4.302602888888889], [7.3819372057613171, 9.9134596323731152, 4.2953985267489712], [7.6440074362139923, 9.6363452812071344, 4.2803537695473253], [7.9156363333333335, 9.3407530370370377, 4.2563897777777777], [8.1973710946502063, 9.0250568052126212, 4.2224277119341567], [8.4897589176954735, 8.687630491083679, 4.1773887325102876], [8.7933470000000007, 8.326848, 4.1201939999999997, 2, 23], [9.1249151687242804, 7.9178528079561046, 4.0427668010973932], [9.4923061399176962, 7.4498427475994511, 3.9421476186556923], [9.8826614444444445, 6.9422732592592595, 3.8249334074074071], [10.283122613168725, 6.4145997832647463, 3.6977211220850479], [10.680831176954733, 5.8862777599451306, 3.5671077174211252], [11.062928666666668, 5.3767626296296305, 3.4396901481481486], [11.416556613168726, 4.9055098326474624, 3.3220653689986288], [11.728856547325105, 4.4919748093278473, 3.2208303347050764], [11.986969999999999, 4.1556129999999998, 3.142582, 2, 101], [12.190998046639232, 3.8950364979423866, 3.0860335390946503], [12.353849694101509, 3.6900959094650205, 3.0439445843621398], [12.481878370370371, 3.5321044444444443, 3.0139817777777775], [12.581437503429356, 3.4123753127572014, 2.9938117613168722], [12.658880521262002, 3.3222217242798355, 2.9811011769547324], [12.720560851851852, 3.2529568888888889, 2.9735166666666664], [12.772831923182443, 3.1958940164609055, 2.9687248724279831], [12.822047163237313, 3.1423463168724286, 2.9643924362139908], [12.874560000000001, 3.0836269999999999, 2.958186, 3, 74], [12.922572378600824, 3.030537381069959, 2.9531088318244172], [12.9558318436214, 2.99716490781893, 2.9529959237311387], [12.977010222222223, 2.9797519888888888, 2.9567615037037038], [12.988779341563786, 2.9745410329218105, 2.9633197997256517], [12.993811028806585, 2.9777744485596709, 2.9715850397805212], [12.994777111111112, 2.9856946444444445, 2.980471451851852], [12.994349415637862, 2.9945440292181069, 2.9888932639231829], [12.995199769547327, 3.0005650115226339, 2.9957647039780526], [13.0, 3.0, 3.0, 3, 12]]
node number 1
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [3.0, 13.0, 3.0, 3, 9], [3.1240109676268863, 12.943907541838135, 3.0679182452674896]], 1)
node number 2
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [3.1240109676268863, 12.943907541838135, 3.0679182452674896], [3.2803622089163236, 12.87663728532236, 3.1569988362139916]], 1)
node number 3
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [3.2803622089163236, 12.87663728532236, 3.1569988362139916], [3.4624883481481481, 12.799218074074075, 3.2617052888888889]], 1)
node number 4
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [3.4624883481481481, 12.799218074074075, 3.2617052888888889], [3.6638240096021946, 12.712678751714678, 3.3765011193415639]], 1)
node number 5
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [3.6638240096021946, 12.712678751714678, 3.3765011193415639], [3.8778038175582989, 12.61804816186557, 3.4958498436213992]], 1)
node number 6
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [3.8778038175582989, 12.61804816186557, 3.4958498436213992], [4.0978623962962963, 12.516355148148149, 3.6142149777777779]], 1)
node number 7
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [4.0978623962962963, 12.516355148148149, 3.6142149777777779], [4.3174343700960218, 12.408628554183814, 3.7260600378600826]], 1)
node number 8
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [4.3174343700960218, 12.408628554183814, 3.7260600378600826], [4.5299543632373105, 12.295897223593965, 3.8258485399176956]], 1)
node number 9
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [4.5299543632373105, 12.295897223593965, 3.8258485399176956], [4.7288569999999996, 12.17919, 3.9080439999999999, 2, 27]], 1)
node number 10
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [4.7288569999999996, 12.17919, 3.9080439999999999, 2, 27], [4.9145410301783263, 12.061906375857339, 3.9764447325102878]], 1)
node number 11
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [4.9145410301783263, 12.061906375857339, 3.9764447325102878], [5.0937712043895749, 11.944717253772291, 4.0384863786008234]], 1)
node number 12
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [5.0937712043895749, 11.944717253772291, 4.0384863786008234], [5.2695311481481477, 11.824558592592593, 4.0940884444444441]], 1)
node number 13
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [5.2695311481481477, 11.824558592592593, 4.0940884444444441], [5.44480448696845, 11.698366351165982, 4.1431704362139916]], 1)
node number 14
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [5.44480448696845, 11.698366351165982, 4.1431704362139916], [5.6225748463648841, 11.563076488340192, 4.1856518600823049]], 1)
node number 15
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [5.6225748463648841, 11.563076488340192, 4.1856518600823049], [5.8058258518518517, 11.415624962962962, 4.2214522222222222]], 1)
node number 16
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [5.8058258518518517, 11.415624962962962, 4.2214522222222222], [5.9975411289437597, 11.25294773388203, 4.2504910288065849]], 1)
node number 17
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [5.9975411289437597, 11.25294773388203, 4.2504910288065849], [6.2007043031550078, 11.071980759945131, 4.2726877860082313]], 1)
node number 18
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [6.2007043031550078, 11.071980759945131, 4.2726877860082313], [6.4182990000000002, 10.86966, 4.2879620000000003, 2, 24]], 1)
node number 19
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [6.4182990000000002, 10.86966, 4.2879620000000003, 2, 24], [6.6476065390946504, 10.650196274348422, 4.2978057860082304]], 1)
node number 20
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [6.6476065390946504, 10.650196274348422, 4.2978057860082304], [6.8842839547325108, 10.418759034293553, 4.3030456954732514]], 1)
node number 21
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [6.8842839547325108, 10.418759034293553, 4.3030456954732514], [7.1288784444444451, 10.173722185185184, 4.302602888888889]], 1)
node number 22
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [7.1288784444444451, 10.173722185185184, 4.302602888888889], [7.3819372057613171, 9.9134596323731152, 4.2953985267489712]], 1)
node number 23
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [7.3819372057613171, 9.9134596323731152, 4.2953985267489712], [7.6440074362139923, 9.6363452812071344, 4.2803537695473253]], 1)
node number 24
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [7.6440074362139923, 9.6363452812071344, 4.2803537695473253], [7.9156363333333335, 9.3407530370370377, 4.2563897777777777]], 1)
node number 25
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [7.9156363333333335, 9.3407530370370377, 4.2563897777777777], [8.1973710946502063, 9.0250568052126212, 4.2224277119341567]], 1)
node number 26
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [8.1973710946502063, 9.0250568052126212, 4.2224277119341567], [8.4897589176954735, 8.687630491083679, 4.1773887325102876]], 1)
node number 27
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [8.4897589176954735, 8.687630491083679, 4.1773887325102876], [8.7933470000000007, 8.326848, 4.1201939999999997, 2, 23]], 1)
node number 28
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [8.7933470000000007, 8.326848, 4.1201939999999997, 2, 23], [9.1249151687242804, 7.9178528079561046, 4.0427668010973932]], 1)
node number 29
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [9.1249151687242804, 7.9178528079561046, 4.0427668010973932], [9.4923061399176962, 7.4498427475994511, 3.9421476186556923]], 1)
node number 30
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [9.4923061399176962, 7.4498427475994511, 3.9421476186556923], [9.8826614444444445, 6.9422732592592595, 3.8249334074074071]], 1)
node number 31
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [9.8826614444444445, 6.9422732592592595, 3.8249334074074071], [10.283122613168725, 6.4145997832647463, 3.6977211220850479]], 1)
node number 32
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [10.283122613168725, 6.4145997832647463, 3.6977211220850479], [10.680831176954733, 5.8862777599451306, 3.5671077174211252]], 1)
node number 33
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [10.680831176954733, 5.8862777599451306, 3.5671077174211252], [11.062928666666668, 5.3767626296296305, 3.4396901481481486]], 1)
node number 34
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [11.062928666666668, 5.3767626296296305, 3.4396901481481486], [11.416556613168726, 4.9055098326474624, 3.3220653689986288]], 1)
node number 35
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [11.416556613168726, 4.9055098326474624, 3.3220653689986288], [11.728856547325105, 4.4919748093278473, 3.2208303347050764]], 1)
node number 36
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [11.728856547325105, 4.4919748093278473, 3.2208303347050764], [11.986969999999999, 4.1556129999999998, 3.142582, 2, 101]], 1)
node number 37
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [11.986969999999999, 4.1556129999999998, 3.142582, 2, 101], [12.190998046639232, 3.8950364979423866, 3.0860335390946503]], 1)
node number 38
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.190998046639232, 3.8950364979423866, 3.0860335390946503], [12.353849694101509, 3.6900959094650205, 3.0439445843621398]], 1)
node number 39
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.353849694101509, 3.6900959094650205, 3.0439445843621398], [12.481878370370371, 3.5321044444444443, 3.0139817777777775]], 1)
node number 40
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.481878370370371, 3.5321044444444443, 3.0139817777777775], [12.581437503429356, 3.4123753127572014, 2.9938117613168722]], 1)
node number 41
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.581437503429356, 3.4123753127572014, 2.9938117613168722], [12.658880521262002, 3.3222217242798355, 2.9811011769547324]], 1)
node number 42
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.658880521262002, 3.3222217242798355, 2.9811011769547324], [12.720560851851852, 3.2529568888888889, 2.9735166666666664]], 1)
node number 43
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.720560851851852, 3.2529568888888889, 2.9735166666666664], [12.772831923182443, 3.1958940164609055, 2.9687248724279831]], 1)
node number 44
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.772831923182443, 3.1958940164609055, 2.9687248724279831], [12.822047163237313, 3.1423463168724286, 2.9643924362139908]], 1)
node number 45
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.822047163237313, 3.1423463168724286, 2.9643924362139908], [12.874560000000001, 3.0836269999999999, 2.958186, 3, 74]], 1)
node number 46
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.874560000000001, 3.0836269999999999, 2.958186, 3, 74], [12.922572378600824, 3.030537381069959, 2.9531088318244172]], 1)
node number 47
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.922572378600824, 3.030537381069959, 2.9531088318244172], [12.9558318436214, 2.99716490781893, 2.9529959237311387]], 1)
node number 48
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.9558318436214, 2.99716490781893, 2.9529959237311387], [12.977010222222223, 2.9797519888888888, 2.9567615037037038]], 1)
node number 49
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.977010222222223, 2.9797519888888888, 2.9567615037037038], [12.988779341563786, 2.9745410329218105, 2.9633197997256517]], 1)
node number 50
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.988779341563786, 2.9745410329218105, 2.9633197997256517], [12.993811028806585, 2.9777744485596709, 2.9715850397805212]], 1)
node number 51
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.993811028806585, 2.9777744485596709, 2.9715850397805212], [12.994777111111112, 2.9856946444444445, 2.980471451851852]], 1)
node number 52
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.994777111111112, 2.9856946444444445, 2.980471451851852], [12.994349415637862, 2.9945440292181069, 2.9888932639231829]], 1)
node number 53
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.994349415637862, 2.9945440292181069, 2.9888932639231829], [12.995199769547327, 3.0005650115226339, 2.9957647039780526]], 1)
node number 54
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [12.995199769547327, 3.0005650115226339, 2.9957647039780526], [13.0, 3.0, 3.0, 3, 12]], 1)
node number 55
WriteFan([3, 1, (10, 8, 7), 0])
tricolor is 1
WriteFan: fully interpolated nodelist is [[13.0, 13.0, 13.0, 3, 10], [0.0, 0.0, 13.0, 3, 8], [0.0, 13.0, 0.0, 3, 7]]
node number 1
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [0.0, 0.0, 13.0, 3, 8], [0.0, 13.0, 0.0, 3, 7]], 1)
node number 2
WriteFan([0, 1, (10, 12, 77, 116, 55, 13), 0])
tricolor is 1
WriteFan: fully interpolated nodelist is [[13.0, 13.0, 13.0, 3, 10], [13.0, 3.0, 3.0, 3, 12], [10.76548, 3.041814, 5.1508979999999998, 4, 77], [6.966215, 3.0, 9.0337840000000007, 4, 116], [4.2659989999999999, 3.064095, 11.66991, 1, 55], [3.1554340000000001, 2.8445659999999999, 13.0, 3, 13]]
node number 1
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [13.0, 3.0, 3.0, 3, 12], [10.76548, 3.041814, 5.1508979999999998, 4, 77]], 1)
node number 2
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [10.76548, 3.041814, 5.1508979999999998, 4, 77], [6.966215, 3.0, 9.0337840000000007, 4, 116]], 1)
node number 3
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [6.966215, 3.0, 9.0337840000000007, 4, 116], [4.2659989999999999, 3.064095, 11.66991, 1, 55]], 1)
node number 4
WriteTriangle([[13.0, 13.0, 13.0, 3, 10], [4.2659989999999999, 3.064095, 11.66991, 1, 55], [3.1554340000000001, 2.8445659999999999, 13.0, 3, 13]], 1)
node number 5
WriteFan([0, 1, (13, 11, 45, 116), 1])
tricolor is 1
WriteFan: fully interpolated nodelist is [[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.0300150000000001, 0.0, 9.9699849999999994, 3, 11], [3.0889701624142663, 0.19173406447187927, 10.102763659807955], [3.1496498906721535, 0.44696567009602189, 10.297315198216735], [3.216611162962963, 0.74795251851851852, 10.531340370370369], [3.2944109574759946, 1.0769523113854595, 10.782539931412893], [3.3876062524005484, 1.4162227503429357, 11.028614636488339], [3.5007540259259255, 1.7480215370370371, 11.24726524074074], [3.6384112562414264, 2.0546063731138546, 11.416192499314128], [3.805134921536351, 2.3182349602194785, 11.513097167352537], [4.0054819999999998, 2.5211649999999999, 11.51568, 2, 45], [4.2619285017832649, 2.6663831083676266, 11.404451619204389], [4.5811554537722907, 2.773124891632373, 11.19196658079561], [4.944027359259259, 2.8480215370370368, 10.903991540740741], [5.3314087215363504, 2.8977042318244171, 10.566293155006859], [5.7241640438957475, 2.9288041632373112, 10.204638079561043], [6.1031578296296285, 2.9479525185185183, 9.8447929703703707], [6.4492545820301777, 2.9617804849108365, 9.5125244834019203], [6.743318804389574, 2.9769192496570644, 9.2335992746227689], [6.966215, 3.0, 9.0337840000000007, 4, 116]]
node number 1
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.0300150000000001, 0.0, 9.9699849999999994, 3, 11], [3.0889701624142663, 0.19173406447187927, 10.102763659807955]], 1)
node number 2
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.0889701624142663, 0.19173406447187927, 10.102763659807955], [3.1496498906721535, 0.44696567009602189, 10.297315198216735]], 1)
node number 3
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.1496498906721535, 0.44696567009602189, 10.297315198216735], [3.216611162962963, 0.74795251851851852, 10.531340370370369]], 1)
node number 4
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.216611162962963, 0.74795251851851852, 10.531340370370369], [3.2944109574759946, 1.0769523113854595, 10.782539931412893]], 1)
node number 5
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.2944109574759946, 1.0769523113854595, 10.782539931412893], [3.3876062524005484, 1.4162227503429357, 11.028614636488339]], 1)
node number 6
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.3876062524005484, 1.4162227503429357, 11.028614636488339], [3.5007540259259255, 1.7480215370370371, 11.24726524074074]], 1)
node number 7
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.5007540259259255, 1.7480215370370371, 11.24726524074074], [3.6384112562414264, 2.0546063731138546, 11.416192499314128]], 1)
node number 8
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.6384112562414264, 2.0546063731138546, 11.416192499314128], [3.805134921536351, 2.3182349602194785, 11.513097167352537]], 1)
node number 9
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [3.805134921536351, 2.3182349602194785, 11.513097167352537], [4.0054819999999998, 2.5211649999999999, 11.51568, 2, 45]], 1)
node number 10
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [4.0054819999999998, 2.5211649999999999, 11.51568, 2, 45], [4.2619285017832649, 2.6663831083676266, 11.404451619204389]], 1)
node number 11
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [4.2619285017832649, 2.6663831083676266, 11.404451619204389], [4.5811554537722907, 2.773124891632373, 11.19196658079561]], 1)
node number 12
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [4.5811554537722907, 2.773124891632373, 11.19196658079561], [4.944027359259259, 2.8480215370370368, 10.903991540740741]], 1)
node number 13
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [4.944027359259259, 2.8480215370370368, 10.903991540740741], [5.3314087215363504, 2.8977042318244171, 10.566293155006859]], 1)
node number 14
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [5.3314087215363504, 2.8977042318244171, 10.566293155006859], [5.7241640438957475, 2.9288041632373112, 10.204638079561043]], 1)
node number 15
WriteTriangle([[3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [5.7241640438957475, 2.9288041632373112, 10.204638079561043], [6.1031578296296285, 2.9479525185185183, 9.8447929703703707]], 1)
node number 16
