reading file screw_face5b.txt
parsing line: "['NODES:']"
parsing line: "['85.000000', '-68.000000', '2.000000', '2']"
parsing line: "['-26.308880', '22.350460', '22.959030', '2']"
parsing line: "['55.491570', '-58.221400', '21.729830', '2']"
parsing line: "[]"
parsing line: "['#left', 'arm']"
parsing line: "['INTERPOLATE_STRIP=', '1', '1', '(4,144,110,109,133,54,53,108,67,66,142,85,84,123,122,86,65,47,46,139,138,146,89,34,33,52,73,72,105,127,126,41,40)', '(1,26,25,93,145,113,22,21,134,148,115,114,71,70,87,124,88,69,68,111,51,50,97,128,129,96,95,57,56,49,48,91,13)']"
strip = [1,1,(4,144,110,109,133,54,53,108,67,66,142,85,84,123,122,86,65,47,46,139,138,146,89,34,33,52,73,72,105,127,126,41,40),(1,26,25,93,145,113,22,21,134,148,115,114,71,70,87,124,88,69,68,111,51,50,97,128,129,96,95,57,56,49,48,91,13), 1]
parsing line: "[]"
parsing line: "['#right', 'arm']"
parsing line: "['INTERPOLATE_STRIP=', '1', '1', '(2,35,5,6,83,100,130,99,60,61,140,78,79,119,118,80,58,59,98,36,37,90,94,75,76,40)', '(3,143,135,136,28,29,103,104,131,132,102,63,64,141,81,82,121,120,62,39,14,15,30,147,106,107,43)']"
strip = [1,1,(2,35,5,6,83,100,130,99,60,61,140,78,79,119,118,80,58,59,98,36,37,90,94,75,76,40),(3,143,135,136,28,29,103,104,131,132,102,63,64,141,81,82,121,120,62,39,14,15,30,147,106,107,43), 1]
parsing line: "[]"
parsing line: "['#central', 'region']"
parsing line: "['INTERPOLATE_FAN=', '0', '1', '(40,43,44,42,31,32,38)']"
fan = [0,1,(40,43,44,42,31,32,38), 1]
parsing line: "['INTERPOLATE_DISLOC=', '1', '(43,44,42,31,32,38,137,18,9)']"
disloc = [1, (43,44,42,31,32,38,137,18,9), 1]
adding dislocation [1, (43, 44, 42, 31, 32, 38, 137, 18, 9), 1]
parsing line: "['FAN=', '0', '1', '(40,38,13)']"
fan = [0,1,(40,38,13), 0]
parsing line: "['INTERPOLATE_FAN=', '0', '1', '(38,137,18,9,117,17,16,112,13)']"
fan = [0,1,(38,137,18,9,117,17,16,112,13), 1]
parsing line: "['FAN=', '0', '1', '(40,43,107)']"
fan = [0,1,(40,43,107), 0]
parsing line: "['INTERPOLATE_DISLOC=', '1', '(9,117,17,16,112,13)']"
disloc = [1, (9,117,17,16,112,13), 1]
adding dislocation [1, (9, 117, 17, 16, 112, 13), 1]
parsing line: "[]"
parsing line: "[]"
parsing line: "['#', 'dislocations', 'and', 'SFs', 'for', 'front', 'facet']"
parsing line: "['FAN=', '0', '1', '(9,7,20)']"
fan = [0,1,(9,7,20), 0]
parsing line: "['DISLOC=', '1', '(9,20)']"
disloc = [1, (9,20), 0]
adding dislocation [1, (9, 20), 0]
parsing line: "['DISLOC=', '3', '(20,7)']"
disloc = [3, (20,7), 0]
adding dislocation [3, (20, 7), 0]
parsing line: "['DISLOC=', '3', '(10,12)']"
disloc = [3, (10,12), 0]
adding dislocation [3, (10, 12), 0]
parsing line: "['INTERPOLATE_FAN=', '0', '1', '(10,9,27,24,23,101,74,12)']"
fan = [0,1,(10,9,27,24,23,101,74,12), 1]
parsing line: "['INTERPOLATE_DISLOC=', '1', '(9,27,24,23,101,74,12)']"
disloc = [1, (9,27,24,23,101,74,12), 1]
adding dislocation [1, (9, 27, 24, 23, 101, 74, 12), 1]
parsing line: "[]"
parsing line: "['#', 'dislocations', 'and', 'SFs', 'for', 'right', 'facet']"
parsing line: "['FAN=', '3', '1', '(10,8,7)']"
fan = [3,1,(10,8,7), 0]
parsing line: "[]"
parsing line: "['#', 'dislocations', 'and', 'SFTs', 'for', 'left', 'facet']"
parsing line: "['FAN=', '0', '1', '(10,12,77,116,55,13)']"
fan = [0,1,(10,12,77,116,55,13), 0]
parsing line: "['DISLOC=', '2', '(116,55,13)']"
disloc = [2, (116,55,13), 0]
adding dislocation [2, (116, 55, 13), 0]
parsing line: "['DISLOC=', '4', '(12,77,116)']"
disloc = [4, (12,77,116), 0]
adding dislocation [4, (12, 77, 116), 0]
parsing line: "['INTERPOLATE_DISLOC=', '1', '(116,45,11)']"
disloc = [1, (116,45,11), 1]
adding dislocation [1, (116, 45, 11), 1]
parsing line: "['INTERPOLATE_FAN=', '0', '1', '(13,11,45,116)']"
fan = [0,1,(13,11,45,116), 1]
parsing line: "['DISLOC=', '3', '(11,8)']"
disloc = [3, (11,8), 0]
adding dislocation [3, (11, 8), 0]
parsing line: "['FAN=', '0', '1', '(13,11,8)']"
fan = [0,1,(13,11,8), 0]
parsing line: "[]"
parsing line: "['#', 'dislocations', 'and', 'SFs', 'for', 'the', 'base']"
parsing line: "['FAN=', '0', '1', '(8,7,20,92,125,19,11)']"
fan = [0,1,(8,7,20,92,125,19,11), 0]
parsing line: "['DISLOC=', '1', '(20,92,125,19,11)']"
disloc = [1, (20,92,125,19,11), 0]
adding dislocation [1, (20, 92, 125, 19, 11), 0]
parsing line: "[]"
gBounds:  [[-70.076319999999996, 85.0], [-71.839309999999998, 85.0], [0, 34.729309999999998]]
gCenter:  [7.4618400000000022, 6.5803450000000012, 17.364654999999999]
gNodes:  [0, [85.0, -68.0, 2.0, 2, 1], [-69.0, 84.0, 4.0, 2, 2], [-68.0, 85.0, 2.0, 2, 3], [84.0, -69.0, 4.0, 2, 4], [-70.076319999999996, 81.331519999999998, 7.7447939999999997, 2, 5], [-69.733019999999996, 78.10718, 10.625830000000001, 2, 6], [0.0, 13.0, 0.0, 3, 7], [0.0, 0.0, 13.0, 3, 8], [3.0, 13.0, 3.0, 3, 9], [13.0, 13.0, 13.0, 3, 10], [3.0300150000000001, 0.0, 9.9699849999999994, 3, 11], [13.0, 3.0, 3.0, 3, 12], [3.1554340000000001, 2.8445659999999999, 13.0, 3, 13], [-34.582329999999999, 29.610330000000001, 23.97203, 2, 14], [-32.151130000000002, 27.322220000000002, 23.829190000000001, 2, 15], [2.0815950000000001, 7.4154840000000002, 9.5029219999999999, 2, 16], [2.448906, 10.38363, 6.1674600000000002, 2, 17], [1.7987979999999999, 13.28575, 3.915457, 2, 18], [2.7300970000000002, 1.1538580000000001, 9.1160460000000008, 2, 19], [2.4322279999999998, 10.567769999999999, 0.0, 2, 20], [61.272100000000002, -61.111669999999997, 18.839559999999999, 2, 21], [65.348429999999993, -62.8887, 16.54025, 2, 22], [8.7933470000000007, 8.326848, 4.1201939999999997, 2, 23], [6.4182990000000002, 10.86966, 4.2879620000000003, 2, 24], [80.310450000000003, -67.197220000000002, 5.8867719999999997, 2, 25], [84.065629999999999, -67.996709999999993, 2.9310900000000002, 2, 26], [4.7288569999999996, 12.17919, 3.9080439999999999, 2, 27], [-64.649889999999999, 74.657939999999996, 8.9919530000000005, 2, 28], [-63.766300000000001, 72.115579999999994, 10.65072, 2, 29], [-28.785070000000001, 24.367319999999999, 23.418230000000001, 2, 30], [-5.8315020000000004, 11.086930000000001, 13.745340000000001, 2, 31], [-3.4444370000000002, 10.779949999999999, 11.66512, 2, 32], [5.3115969999999999, -19.875589999999999, 33.564, 2, 33], [7.312411, -22.130050000000001, 33.81765, 2, 34], [-69.728499999999997, 83.292500000000004, 5.4359950000000001, 2, 35], [-32.815190000000001, 22.286079999999998, 29.529109999999999, 2, 36], [-29.795819999999999, 19.09789, 29.697939999999999, 2, 37], [-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38], [-37.698860000000003, 32.725439999999999, 23.97343, 2, 39], [-15.59239, 3.9246449999999999, 30.667739999999998, 2, 40], [-13.370480000000001, 1.4695750000000001, 30.90091, 2, 41], [-9.1453399999999991, 12.136279999999999, 16.009920000000001, 2, 42], [-17.421109999999999, 16.240870000000001, 20.18111, 2, 43], [-13.216279999999999, 13.9458, 18.271380000000001, 2, 44], [4.0054819999999998, 2.5211649999999999, 11.51568, 2, 45], [22.270810000000001, -37.995669999999997, 34.724879999999999, 2, 46], [26.11844, -41.689689999999999, 34.571260000000002, 2, 47], [-0.201041, 1.339372, 17.86167, 2, 48], [-0.99369700000000005, -0.802674, 20.79637, 2, 49], [17.238520000000001, -28.266660000000002, 30.02815, 2, 50], [20.38017, -31.497910000000001, 30.117730000000002, 2, 51], [2.1088119999999999, -16.219650000000001, 33.110840000000003, 2, 52], [68.105029999999999, -69.845860000000002, 20.740819999999999, 2, 53], [72.392790000000005, -71.157330000000002, 17.76454, 2, 54], [4.2659989999999999, 3.064095, 11.66991, 1, 55], [-0.618865, -3.7198899999999999, 23.338760000000001, 2, 56], [0.75661699999999998, -7.1722549999999998, 25.41564, 2, 57], [-41.070970000000003, 31.27036, 28.800619999999999, 2, 58], [-38.483800000000002, 28.3888, 29.094999999999999, 2, 59], [-60.88476, 57.709049999999998, 22.175709999999999, 2, 60], [-58.363280000000003, 53.656059999999997, 23.707229999999999, 2, 61], [-40.653399999999998, 35.878570000000003, 23.774840000000001, 2, 62], [-55.900039999999997, 56.077959999999997, 18.82207, 2, 63], [-54.144489999999998, 53.294890000000002, 19.849599999999999, 2, 64], [28.786269999999998, -44.128680000000003, 34.342410000000001, 2, 65], [54.493070000000003, -63.224490000000003, 27.73142, 2, 66], [59.220930000000003, -65.863399999999999, 25.642479999999999, 2, 67], [26.479279999999999, -37.365200000000002, 29.885919999999999, 2, 68], [29.44003, -40.017560000000003, 29.577529999999999, 2, 69], [40.203589999999998, -48.613489999999999, 27.40991, 2, 70], [43.47522, -50.920670000000001, 26.445450000000001, 2, 71], [-3.3660969999999999, -9.9393639999999994, 32.305459999999997, 2, 72], [-1.4914799999999999, -12.089399999999999, 32.580880000000001, 2, 73], [12.874560000000001, 3.0836269999999999, 2.958186, 3, 74], [-21.59535, 10.405390000000001, 30.189959999999999, 2, 75], [-18.715240000000001, 7.3163289999999996, 30.398910000000001, 2, 76], [10.76548, 3.041814, 5.1508979999999998, 4, 77], [-53.440300000000001, 46.505699999999997, 25.9346, 2, 78], [-51.052169999999997, 43.313029999999998, 26.739139999999999, 2, 79], [-43.689570000000003, 34.27075, 28.41882, 2, 80], [-50.275489999999998, 47.683399999999999, 21.592099999999999, 2, 81], [-48.154989999999998, 44.85069, 22.304300000000001, 2, 82], [-68.777789999999996, 74.422899999999998, 13.35488, 2, 83], [41.83764, -54.805239999999998, 31.967600000000001, 2, 84], [45.433529999999998, -57.386620000000001, 30.953099999999999, 2, 85], [31.936610000000002, -46.896470000000001, 33.959850000000003, 2, 86], [37.728189999999998, -46.77778, 28.049589999999998, 2, 87], [32.319420000000001, -42.475630000000002, 29.156199999999998, 2, 88], [10.575839999999999, -25.73489, 34.159050000000001, 2, 89], [-26.716809999999999, 15.850490000000001, 29.866320000000002, 2, 90], [1.9587570000000001, 2.6298210000000002, 14.41142, 2, 91], [2.314902, 7.9619260000000001, 2.7231719999999999, 2, 92], [76.799989999999994, -66.462410000000006, 8.6624239999999997, 2, 93], [-23.986560000000001, 12.95553, 30.031030000000001, 2, 94], [2.9100030000000001, -10.93618, 27.02618, 2, 95], [5.2351089999999996, -14.30139, 28.066279999999999, 2, 96], [13.83601, -24.607289999999999, 29.771280000000001, 2, 97], [-35.732010000000002, 25.39866, 29.333349999999999, 2, 98], [-63.391480000000001, 62.116399999999999, 20.275079999999999, 2, 99], [-67.458470000000005, 70.730519999999999, 15.72794, 2, 100], [11.986969999999999, 4.1556129999999998, 3.142582, 2, 101], [-57.537379999999999, 58.846980000000002, 17.690390000000001, 2, 102], [-62.750399999999999, 69.485249999999994, 12.26515, 2, 103], [-61.627740000000003, 66.858170000000001, 13.769579999999999, 2, 104], [-5.4967249999999996, -7.4893749999999999, 31.9861, 2, 105], [-22.985769999999999, 19.866579999999999, 22.11993, 2, 106], [-20.153600000000001, 17.947659999999999, 21.206759999999999, 2, 107], [63.646050000000002, -68.027699999999996, 23.38165, 2, 108], [79.758319999999998, -71.773409999999998, 11.015090000000001, 2, 109], [82.289590000000004, -70.99239, 7.7027950000000001, 2, 110], [23.4556, -34.524389999999997, 30.06879, 2, 111], [2.2089279999999998, 6.094697, 10.69637, 2, 112], [68.760559999999998, -64.170940000000002, 14.41038, 2, 113], [47.808669999999999, -53.767090000000003, 24.958400000000001, 2, 114], [52.09619, -56.354619999999997, 23.258410000000001, 2, 115], [6.966215, 3.0, 9.0337840000000007, 4, 116], [3.0101439999999999, 11.267580000000001, 4.7222780000000002, 2, 117], [-46.174860000000002, 37.210169999999998, 27.964690000000001, 2, 118], [-48.640830000000001, 40.233669999999996, 27.407160000000001, 2, 119], [-43.448169999999998, 39.049079999999996, 23.399080000000001, 2, 120], [-45.894159999999999, 41.986789999999999, 22.90738, 2, 121], [35.133429999999997, -49.578589999999998, 33.445160000000001, 2, 122], [38.404629999999997, -52.195689999999999, 32.791060000000002, 2, 123], [35.073779999999999, -44.717039999999997, 28.643260000000001, 2, 124], [2.4547119999999998, 4.586138, 5.9591510000000003, 2, 125], [-10.576700000000001, -1.6744520000000001, 31.251149999999999, 2, 126], [-8.0465719999999994, -4.561636, 31.60821, 2, 127], [10.494289999999999, -20.831420000000001, 29.337129999999998, 2, 128], [7.7895789999999998, -17.596699999999998, 28.807120000000001, 2, 129], [-65.669560000000004, 66.617459999999994, 18.052099999999999, 2, 130], [-60.393999999999998, 64.227490000000003, 15.166510000000001, 2, 131], [-59.029449999999997, 61.553910000000002, 16.475539999999999, 2, 132], [76.387370000000004, -71.839309999999998, 14.45194, 2, 133], [58.433430000000001, -59.736609999999999, 20.303080000000001, 2, 134], [-66.380359999999996, 80.235950000000003, 5.1444070000000002, 2, 135], [-65.585210000000004, 77.637990000000002, 6.9472269999999998, 2, 136], [1.0376559999999999, 12.825060000000001, 5.1373759999999997, 2, 137], [17.920559999999998, -33.603369999999998, 34.682949999999998, 2, 138], [20.10162, -35.830840000000002, 34.729309999999998, 2, 139], [-55.879930000000002, 49.94144, 24.938490000000002, 2, 140], [-52.270389999999999, 50.497199999999999, 20.77319, 2, 141], [49.864510000000003, -60.361899999999999, 29.497389999999999, 2, 142], [-67.260019999999997, 82.718980000000002, 3.5410430000000002, 2, 143], [83.678219999999996, -69.841650000000001, 5.1634289999999998, 2, 144], [72.140249999999995, -65.260900000000007, 12.120649999999999, 2, 145], [14.289899999999999, -29.765270000000001, 34.475610000000003, 2, 146], [-26.308879999999998, 22.350460000000002, 22.959029999999998, 2, 147], [55.491570000000003, -58.221400000000003, 21.72983, 2, 148]]
gFans:  [[0, 1, (40, 43, 44, 42, 31, 32, 38), 1], [0, 1, (40, 38, 13), 0], [0, 1, (38, 137, 18, 9, 117, 17, 16, 112, 13), 1], [0, 1, (40, 43, 107), 0], [0, 1, (9, 7, 20), 0], [0, 1, (10, 9, 27, 24, 23, 101, 74, 12), 1], [3, 1, (10, 8, 7), 0], [0, 1, (10, 12, 77, 116, 55, 13), 0], [0, 1, (13, 11, 45, 116), 1], [0, 1, (13, 11, 8), 0], [0, 1, (8, 7, 20, 92, 125, 19, 11), 0]]
gStrips:  [[1, 1, (4, 144, 110, 109, 133, 54, 53, 108, 67, 66, 142, 85, 84, 123, 122, 86, 65, 47, 46, 139, 138, 146, 89, 34, 33, 52, 73, 72, 105, 127, 126, 41, 40), (1, 26, 25, 93, 145, 113, 22, 21, 134, 148, 115, 114, 71, 70, 87, 124, 88, 69, 68, 111, 51, 50, 97, 128, 129, 96, 95, 57, 56, 49, 48, 91, 13), 1], [1, 1, (2, 35, 5, 6, 83, 100, 130, 99, 60, 61, 140, 78, 79, 119, 118, 80, 58, 59, 98, 36, 37, 90, 94, 75, 76, 40), (3, 143, 135, 136, 28, 29, 103, 104, 131, 132, 102, 63, 64, 141, 81, 82, 121, 120, 62, 39, 14, 15, 30, 147, 106, 107, 43), 1]]
gDislocations:  [[1, (43, 44, 42, 31, 32, 38, 137, 18, 9), 1], [1, (9, 117, 17, 16, 112, 13), 1], [1, (9, 20), 0], [3, (20, 7), 0], [3, (10, 12), 0], [1, (9, 27, 24, 23, 101, 74, 12), 1], [2, (116, 55, 13), 0], [4, (12, 77, 116), 0], [1, (116, 45, 11), 1], [3, (11, 8), 0], [1, (20, 92, 125, 19, 11), 0]]
opening output file screw_face5b.pov
WriteFan([0, 1, (40, 43, 44, 42, 31, 32, 38), 1])
tricolor is 1
WriteFan: fully interpolated nodelist is [[-15.59239, 3.9246449999999999, 30.667739999999998, 2, 40], [-17.421109999999999, 16.240870000000001, 20.18111, 2, 43], [-17.119288757201645, 16.073867456790126, 20.046293832647464], [-16.738498316872427, 15.860367320987654, 19.879007192043897], [-16.294863111111109, 15.610868, 19.684875703703703], [-15.80450757201646, 15.335867901234568, 19.469524993141288], [-15.283556131687241, 15.045865432098767, 19.238580685871057], [-14.748133222222222, 14.751359000000001, 18.997668407407406], [-14.214363275720164, 14.46284701234568, 18.752413783264743], [-13.698370724279833, 14.19082787654321, 18.508442438957474], [-13.216279999999999, 13.9458, 18.271380000000001, 2, 44], [-12.753921936899863, 13.719257613168724, 18.035563237311386], [-12.28808751989026, 13.496449423868313, 17.792534910836764], [-11.821341407407406, 13.278505555555556, 17.543729629629631], [-11.356248257887517, 13.066556131687243, 17.290582002743484], [-10.895372729766802, 12.861731275720164, 17.034526639231828], [-10.44127948148148, 12.665161111111111, 16.776998148148152], [-9.9965331714677621, 12.477975761316873, 16.519431138545958], [-9.5636984581618627, 12.301305349794239, 16.263260219478745], [-9.1453399999999991, 12.136279999999999, 16.009920000000001, 2, 42], [-8.7388170452674885, 11.982243964334705, 15.757425377229081], [-8.340244559670781, 11.837739245541837, 15.503349190672155], [-7.9503207777777778, 11.702692592592593, 15.248462962962964], [-7.5697439341563788, 11.577030754458162, 14.993538216735255], [-7.1992122633744859, 11.460680480109739, 14.739346474622772], [-6.8394240000000011, 11.353568518518518, 14.486659259259261], [-6.4910773786008242, 11.255621618655693, 14.236248093278466], [-6.1548706337448582, 11.166766529492456, 13.988884499314132], [-5.8315020000000004, 11.086930000000001, 13.745340000000001, 2, 31], [-5.5263072606310022, 11.016514773662552, 13.510548076817559], [-5.241256072702333, 10.95579547325103, 13.286203947873799], [-4.9719974814814822, 10.904506666666666, 13.068221740740741], [-4.7141805322359405, 10.862382921810699, 12.852515582990398], [-4.4634542702331963, 10.829158806584362, 12.634999602194787], [-4.2154677407407419, 10.804568888888888, 12.411587925925925], [-3.9658699890260634, 10.788347736625512, 12.17819468175583], [-3.7103100603566537, 10.780229917695472, 11.930733997256516], [-3.4444370000000002, 10.779949999999999, 11.66512, 2, 32], [-3.1580028814814818, 10.793235945130315, 11.365375034019204], [-2.8502346962962966, 10.823217165980795, 11.027596143758574], [-2.5309938666666669, 10.865730407407407, 10.665809507407408], [-2.2101418148148149, 10.916612414266117, 10.294041303155007], [-1.897539962962963, 10.971699931412894, 9.9263177091906716], [-1.6030497333333336, 11.026829703703704, 9.5766649037037048], [-1.3365325481481487, 11.077838475994513, 9.2591090648834005], [-1.1078498296296302, 11.12056299314129, 8.9876763709190666], [-0.92686299999999999, 11.150840000000001, 8.7763930000000006, 2, 38]]
node number 1
